aid,amount,title,year,startdate,enddate,dir,div
1705007,292280,CIF: Medium: Anonymous Broadcasting over Networks: Fundamental Limits and Algorithms,2017,0,0,CISE,CCF
1705008,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1705052,49935,The Fifth Symposium on Industrial Ecology for Young Professionals - Science in Support of Sustainable and Resilient Communities: Communicating your research to a broader audience,2017,0,0,ENG,CBETS
1705077,218271,CIF:Medium:Collaborative Research:An Information-theoretic approach to nanopore sequencing,2017,0,0,CISE,CCF
1705086,438561,CSR: NeTS: Medium: Achieving High-Availability in the Face of Rapid Network Evolution in Large Content Providers,2017,0,0,CISE,CNS
1705128,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1705140,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1705177,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1705204,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1705262,108513,TWC: Small: Techniques and Tools for General-Purpose Secure Computing and Outsourcing,2016,0,0,CISE,CNS
1705448,53844,"CEDAR: Exploration of Lower-atmosphere Wave Forcing, Vertical Wave Coupling and Their Impacts on the Ionosphere and Thermosphere Variability Using WAM, Lidar and ISR",2016,0,0,GEO,AGS
1705450,33224,Collaborative Research: Characterizing Atmospheric Gravity Waves and their Effects on the Antarctic Ozone Layer,2016,0,0,GEO,OPP
1705707,137593,"Spectroscopic Study of New, Effective Up-Conversion Charging Process in Persistent Phosphors",2017,0,0,MPS,MR
1705963,99900,"Conference: Reflections on the Impact of the Reconstruction Amendments: A Research Symposium on the Social and Economic Outcomes of the 13th, 14th, and 15th Amendments",2017,0,0,EHR,UE
1705972,85506,RAPID:   Collaborative Research: Carbon and nutrient responses in an estuarine-coastal complex impacted by floodwaters from Hurricane Matthew,2016,0,0,GEO,OS
1706009,84257,RAPID: Collaborative Research: Carbon and nutrient responses in an estuarine-coastal complex impacted by floodwaters from Hurricane Matthew,2016,0,0,GEO,OS
1706207,308000,CBET-EPSRC: Hybrid organic-CMOS devices for optogenetic stimulation and lens-free fluorescence imaging of the brain,2017,0,0,ENG,CBETS
1706472,93949,"CAREER: A low cost, label-free, multiplexable optical cavity biosensor with high sensitivity, high selectivity, and a large dynamic range using chained differential detection",2016,0,0,ENG,CBETS
1706516,8000,International Workshop on Spoken Dialog Systems (IWSDS) Workshop Student Travel,2017,0,0,CISE,IIS
1706634,50000,I-Corps: X-ray Diffraction based analyzer for pharmaceutical crystallization process,2017,0,0,ENG,IIP
1706637,10560,Inter Agency Agreement.,2016,0,0,OIRM,AS
1707019,49999,"2017 FEW Nexus Summit: Integrated Science, Engineering, and Policy: a Multi Stakeholder Dialogue",2017,0,0,ENG,CBETS
1707049,132418,Collaborative Research: A self-contained microfluidic optical cavity biosensing platform for multiplex label-free molecular diagnostics,2016,0,0,ENG,ECCS
1707092,9994,Midwest Verification Day 2016,2016,0,0,CISE,CCF
1707181,277808,CIF: Small: Transport and other Lagrangian transforms for signal analysis and discrimination,2016,0,0,CISE,CCF
1707207,183627,ABI Innovation: Development of Glycan Modeling and Simulation Toolset,2016,0,0,BS,BI
1707226,50000,I-Corps: Algorithms and software for resolving intersection problems in computer aided design,2017,0,0,ENG,IIP
1707232,50000,I-Corps: 3D Printing of carbon fiber reinforced polymer on contoured surfaces,2017,0,0,ENG,IIP
1707296,86770,CAREER: Understanding and Addressing Geographic Inequalities in Location-Aware Technologies,2016,0,0,CISE,IIS
1707306,50000,I-Corps: High-Temperature Sensors for Turbine Industry,2017,0,0,ENG,IIP
1707319,248277,CHS: Small: Collaborative Research: Human-Centered Semantic Relatedness,2016,0,0,CISE,IIS
1707355,446628,BIGDATA: Collaborative Research: IA: Large-Scale Multi-Parameter Analysis of Honeybee Behavior in their Natural Habitat,2016,0,0,CISE,IIS
1707468,12000,Finite Dimensional Integrable Systems 2017,2017,0,0,MPS,MS
1707474,28537,Collaborative Research: Structure and Tone in Luyia,2016,0,0,SBES,BCS
1707486,16000,"Twenty-Ninth Cumberland Conference on Combinatorics, Graph Theory and Computing",2017,0,0,MPS,MS
1707491,30000,Student and Postdoc Travel Support for International Workshop on Future trends in DNA-based nanotechnology,2017,0,0,CISE,CCF
1707495,79000,Chemistry Early Career Investigator Workshop,2016,0,0,MPS,CHEM
1707498,202631,III: Small: New Machine Learning Approaches for Modeling Time-to-Event Data,2016,0,0,CISE,IIS
1707520,23128,International Conference Representation Theory at the Crossroads of Modern Mathematics,2017,0,0,MPS,MS
1707524,35000,Conference on low-dimensional topology and geometry,2017,0,0,MPS,MS
1707545,77122,Homotopy Algebras in Noncommutative Geometry,2017,0,0,MPS,MS
1707548,301358,CAREER: Novel Approaches for Mining Large and Complex Networks,2016,0,0,CISE,IIS
1707563,50000,I-Corps: Mesh-Free Monte Carlo Methods for Integrated Simulation of Multi-Scale Systems,2017,0,0,ENG,IIP
1707578,660000,Mechanisms of Equilibration in Block Copolymer Micelles,2017,0,0,MPS,MR
1707589,300000,Random Walks and Diffusions and Their Geometries,2017,0,0,MPS,MS
1707593,329325,Nanostructure Synthesis at the Liquid-Substrate Interface: A New Strategy for Obtaining Plasmonic and Chemically Active Surfaces,2016,0,0,MPS,MR
1707595,251257,"New Nanomanufacturing Techniques for the Fabrication of Plasmonic Surfaces for Photovoltaic, Catalytic and Sensing Applications",2016,0,0,ENG,CMMI
1707603,32000,Midwest Several Complex Variables Conference 2017,2017,0,0,MPS,MS
1707615,34114,Collaborative Research: The Behavior of Sulfur During Magma Mixing and Implications for Magma Degassing and Ore Formation,2016,0,0,GEO,ES
1707640,520000,Polyelectrolyte Phase Behavior and Transport,2017,0,0,MPS,MR
1707658,20160,Workshop on Quantification of Uncertainty: Improving Efficiency and Technology,2017,0,0,MPS,MS
1707662,125347,Local and Global Geometric Langlands Correspondence,2017,0,0,MPS,MS
1707672,25000,Workshop: Height zeta functions,2017,0,0,MPS,MS
1707678,29451,Collaborative Research: Measuring G with a Microsphere in a Magneto-Gravitational Trap,2017,0,0,MPS,PHYS
1707700,5000,Support for the 'Table Top Experiments with Skyscraper Reach' Workshop,2016,0,0,MPS,PHYS
1707753,337220,A practical upscaling of subsurface reactive transport,2017,0,0,GEO,ES
1707760,29000,Conference on Geometric Analysis,2017,0,0,MPS,MS
1707789,199417,Collaborative Research: Measuring G with a Microsphere in a Magneto-Gravitational Trap,2017,0,0,MPS,PHYS
1707808,55000,Interactions Between Representation Theory and Algebraic Geometry,2017,0,0,MPS,MS
1707813,195982,Multidimensional Methods for Measuring Kinetics in Complex Materials,2017,0,0,MPS,CHEM
1707818,146928,Integrated Nanochannel and Nanopore Architecture for Studying Translocation Dynamics of DNA,2016,0,0,ENG,CMMI
1707836,155000,Block Copolymer Based Porous Nanostructures from Non-Equilibrium Processes,2017,0,0,MPS,MR
1707943,49000,"Dynamics, aging and universality in complex systems",2017,0,0,MPS,MS
1707947,40513,Collaborative Research: Measuring Social Vulnerability - Reducing Uncertainty and Validating Indicators,2016,0,0,ENG,CMMI
1707953,241256,Probabilistic Models of Evolving Populations,2017,0,0,MPS,MS
1707956,10000,2017 University of California Chemical Symposium,2017,0,0,EHR,GE
1707985,425000,Collaborative Research: Multi-Mode Apparatus to Resolve the Discrepancy Concerning Big G,2017,0,0,MPS,PHYS
1707988,148861,Collaborative Research: New Source and Test Masses and their Metrology for G Experiments,2017,0,0,MPS,PHYS
1707993,120000,Collaborative Research: Multi-Mode Apparatus to Resolve the Discrepancy Concerning Big G,2017,0,0,MPS,PHYS
1708024,55000,Collaborative Research: Multi-Mode Apparatus to Resolve the Discrepancy Concerning Big G,2017,0,0,MPS,PHYS
1708043,155437,Mechanical properties and thermomechanical processing of metallic glasses -- the role of elemental distributions and size-dependent properties of shear transformation zones,2017,0,0,MPS,MR
1708057,93931,EAGER: Enhancing the Radical Scavenging Activity of Oxide Nanoparticles Beyond the Current Limits - an Unconventional Solution through Multidisciplinary Science,2017,0,0,ENG,CBETS
1708061,170200,"Growth, Form, and Self-Organization",2017,0,0,MPS,PHYS
1708081,449974,From First Detections to Gravitational-Wave Astrophysics,2017,0,0,MPS,PHYS
1708090,98845,Disaster Stress Impacts Cognition across the Adult Lifespan,2016,0,0,SBES,BCS
1708091,168955,Understanding the Deformation Behavior of Alumina-Forming Austenitic Stainless Steels,2017,0,0,MPS,MR
1708120,141819,Collaborative Research: New Source and Test Masses and their Metrology for Big-G Experiments,2017,0,0,MPS,PHYS
1708151,50000,I-Corps: A solar radiation and sky condition monitoring system,2017,0,0,ENG,IIP
1708177,399999,The Exchange Mechanism and Exciton Migration in Organic Semiconductors,2017,0,0,MPS,MR
1708180,300000,Theory and Modelling for Antiferromagnetric Materials-based Spintronic Devices,2017,0,0,ENG,ECCS
1708227,135135,Synthesis of Controlled III-Nitride Nanostructures,2017,0,0,MPS,MR
1708228,92142,A Framework for Transformative Geoscience Education Research,2017,0,0,EHR,UE
1708232,20000,Representation Theory XV,2017,0,0,MPS,MS
1708248,455000,Influence of Cyclic Loading/Unloading on Segmental Dynamics of Polymer Glasses,2017,0,0,MPS,MR
1708259,140485,In Situ Growth and Placement of Nanostructures by Solution-Based Processing,2017,0,0,MPS,CHEM
1708314,109512,Thermodynamics of Interfaces: Theory to Atomistic Modeling,2017,0,0,MPS,MR
1708317,390000,Sequence-Specific Placement of Defects in Pi-Conjugated Semiconducting Polymers,2017,0,0,MPS,MR
1708320,124670,Floer Theories for 3-Manifolds,2017,0,0,MPS,MS
1708327,218651,CAREER: Fraction Activities and Assessments for Conceptual Teaching (FAACT) for Students with Learning Disabilities,2016,0,0,EHR,ROL
1708329,381564,Capacity Building for Competitive S-STEM Proposals,2017,0,0,EHR,UE
1708341,568000,"Nanoconfinement, nanofluidics, new phases and their transitions for superfluid 3He",2017,0,0,MPS,MR
1708352,215484,CAREER: Towards Broadband and UAV-Assisted Heterogeneous Networks for Public Safety Communications,2016,0,0,CISE,CNS
1708353,145643,Collaborative Proposal: SI2-CHE: ExTASY Extensible Tools for Advanced Sampling and analYsis,2016,0,0,MPS,CHEM
1708406,427197,Correlated states in graphene heterostructures,2017,0,0,MPS,MR
1708450,390000,"Quasi-2D n-Type Semiconducting Polymers: Novel Monomers, Synthesis, and Enhanced Electron Transport and Photovoltaic Properties",2017,0,0,MPS,MR
1708455,251976,Collaborative Research: The Effects of Keystone Individuals on Collective Behavior,2016,0,0,BS,IOS
1708471,30000,IIP Website Redesign Cloud.gov,2016,0,0,ENG,IIP
1708480,209519,SEES Fellows: Interdisciplinary Research on Introducing Heat-Tolerant Wheat to Bolster Food Security,2016,0,0,SBES,DSES
1708518,420378,Dissecting the anatomy of regulatory divergence,2016,0,0,BS,IOS
1708543,270000,EAGER: Efficient coding and the evolution of animal signals,2017,0,0,BS,IOS
1708544,6800,Midwestern Young Researchers Conference on Commutative Algebra and Related Disciplines: KUMUNU Jr 2017,2017,0,0,MPS,MS
1708553,499937,BIGDATA: Collaborative Research: F: From Data Geometries to Information Networks,2016,0,0,CISE,IIS
1708602,196236,Statistical Learning for High-Dimensional Stochastic Dynamical Systems,2016,0,0,MPS,MS
1708617,307543,A New Look at Classic Materials Systems: Advanced Synchrotron X-ray Characterization of Colloidal Nanocrystals,2017,0,0,MPS,MR
1708632,74625,RUI: Thiol-ene/yne Poly(ionic liquid) Networks for Separation and Electroactive Technologies,2017,0,0,MPS,MR
1708668,4000,Mission-related Law Enforcement training,2016,0,0,None,OIG
1708706,360000,A Nanotechnology-Based Wearable Biological Sensor for Continuous Monitoring of Inflammatory Immune Diseases,2017,0,0,ENG,ECCS
1708718,44242,"HCC: Small: AccessMath: Improving Mathematics Lectures for Low Vision Students through Integrated Video, Note-Taking and Search",2016,0,0,CISE,IIS
1708741,41700,"International summit to integrate the scientific knowledge available about nanomaterial exposure, fate, effects and risks in the environment(Mar.12-17,2017, Switzerland)",2017,0,0,ENG,CBETS
1708788,385003,Isotope labeling for quantitative determination of defect sink strength and fundamentals studies on defect-sink interactions,2017,0,0,MPS,MR
1708802,150836,CAREER: Model Theory and Operator Algebras,2016,0,0,MPS,MS
1708819,463923,"CAREER: Manufacturing Tools for the Next Generation of Tissue Engineering, Manufacturing Education for the Next Generation of Engineers",2016,0,0,ENG,CMMI
1708843,406296,Shipboard Scientific Support Equipment: Oceanographic Cable,2017,0,0,GEO,OS
1708850,383500,RUI: Development of A Synthetic Platform for Highly Tunable Cationic Porous Materials,2017,0,0,MPS,MR
1708870,147924,RUI: Self-Organization and Memory in Disordered Materials,2017,0,0,MPS,MR
1708874,405000,Janus Brushblock Copolymer Phase Behavior: Morphology and Thermodynamics,2017,0,0,MPS,MR
1708903,25137,Doctoral Dissertation Improvement Awards: Recursive Human - Environmental Interaction In An Estuary Setting,2017,0,0,SBES,BCS
1708908,96465,Analytical Tools in Probability for Social Choice Theory and Computer Science,2017,0,0,MPS,MS
1708937,78662,"RUI: Mono and Bis Gold Resorcinarenes: New, Potent Supramolecular Cataylsts",2017,0,0,MPS,CHEM
1708969,10000,Symposium on 'Intermetallic-Based Alloys - From Fundamentals to Applications' at the Fall Materials Research Society Meeting,2016,0,0,ENG,CMMI
1708990,465000,Rational Design of High Dielectric Constant and Low Loss Dipolar Glass Polymers with Enhanced Orientational Polarization,2017,0,0,MPS,MR
1708999,399127,Understanding Polymer Crystallization at Molecular Levels: A Solid-State NMR Study,2017,0,0,MPS,MR
1709005,290000,Optical Excitations and Applications in Novel Organic Macromolecular Aggregates,2017,0,0,MPS,MR
1709016,78166,"Floer Homology, Concordance, and Complex Curves",2017,0,0,MPS,MS
1709061,148000,The Role of Grafting Mechanism on the Self-Assembly and Properties of Polymer Nanocomposites,2017,0,0,MPS,MR
1709100,186490,"BP: Collaborative Research: I-ECS: Inclusive Exploring CS Curriculum Enhancement as Face-to-Face and Online Support for Visually Impaired, High School Students",2016,0,0,CISE,CNS
1709132,266000,Understanding Local Dynamical Gradients Near Dissimilar Polymer-Polymer Interfaces,2017,0,0,MPS,MR
1709136,548166,Confined and Directed Polymer Crystallization at Curved Liquid/Liquid Interface,2017,0,0,MPS,MR
1709148,124245,RUI: Investigations of the cybotactic nematic phase in bent-core liquid crystals,2017,0,0,MPS,MR
1709149,380000,Breaking the efficiency barrier of GaN laser diodes by nanoporous engineering,2017,0,0,ENG,ECCS
1709158,220268,Traveling solvent crystal growth of anisotropic Zintl thermoelectrics.,2017,0,0,MPS,MR
1709207,360000,Electrically Pumped Full-Color and White-Color InGaN/GaN Surface-Emitting Lasers Monolithically Integrated on a Single Chip,2017,0,0,ENG,ECCS
1709208,130001,Amphiphilic Peptide Nucleic Acids as Biostable Programmable Materials,2017,0,0,MPS,MR
1709244,136098,Collaborative Research: LEGO-Based Active Learning Activities for Software Engineering Education,2016,0,0,EHR,UE
1709247,473161,Magnetocaloric Effect in Alloys with Distributed Exchange Interactions,2017,0,0,MPS,MR
1709270,150660,The Nonlinear Stability of Black Holes and the Structure of Spacetime Singularities in General Relativity,2017,0,0,MPS,MS
1709302,120820,"RUI: Higher Structures in Stable, Equivariant, and Motivic Homotopy Theory",2017,0,0,MPS,MS
1709315,360000,Dynamics of Associative Polymers Revealed by Self-Diffusion,2017,0,0,MPS,MR
1709318,153606,"Deformation, Strength, Fatigue and Fracture of Gradient Nanostructured Metals",2017,0,0,MPS,MR
1709344,230000,Elucidating Grain Boundary Complexion Transitions and their Role on Grain Growth in Granular Block Copolymer Microstructures,2017,0,0,MPS,MR
