aid,instName,address
1711701,University of New Hampshire,"51 COLLEGE RD SERVICE BLDG 107, Durham, United States"
1711773,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1711833,Kansas State University,"2 FAIRCHILD HALL, MANHATTAN, United States"
1711849,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1711858,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1711919,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1711937,University of San Diego,"5998 Alcala Park, San Diego, United States"
1711946,South Dakota School of Mines and Technology,"501 East Saint Joseph Street, Rapid City, United States"
1712031,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1712039,American Association For Advancement Science,"1200 NEW YORK AVENUE, N.W., WASHINGTON, United States"
1712048,International Cooperative Administrative Support Services,"2401 E St NW FL15, Washington, United States"
1712061,Southern Methodist University,"6425 BOAZ, Dallas, United States"
1712069,Southern Methodist University,"6425 BOAZ, Dallas, United States"
1712071,Geological Society of America Today,"3300 PENROSE PL, Boulder, United States"
1712077,University of New Mexico,"1700 Lomas Blvd. NE, Suite 2200, Albuquerque, United States"
1712088,Southern Methodist University,"6425 BOAZ, Dallas, United States"
1712096,Southern Methodist University,"6425 BOAZ, Dallas, United States"
1712101,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1712134,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1712176,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1712240,Mote Marine Laboratory,"1600 Ken Thompson Parkway, Sarasota, United States"
1712268,Juniata College,"1700 Moore Street, Huntingdon, United States"
1712323,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1712346,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1712390,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1712411,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1712427,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1712475,Grinnell College,"1121 Park Street, Grinnell, United States"
1712524,Arizona State University,"ORSPA, TEMPE, United States"
1712540,University of The Virgin Islands,"2 John Brewer's Bay, St Thomas, United States"
1712551,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1712560,University of Missouri-Columbia,"115 Business Loop 70 W, COLUMBIA, United States"
1712576,Icahn School of Medicine at Mount Sinai,"1 GUSTAVE L LEVY PL, New York, United States"
1712583,George Washington University,"2121 Eye Street NW, Washington, United States"
1712588,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1712596,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1712605,University of Houston,"4800 Calhoun Boulevard, Houston, United States"
1712613,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1712618,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1712622,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1712642,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1712663,Temple University,"3340 N. Broad Street, PHILADELPHIA, United States"
1712674,Yale University,"Office of Sponsored Projects, New Haven, United States"
1712678,University of the District of Columbia,"4200 Connecticut Ave NW, Washington, United States"
1712683,Valencia Community College,"P O BOX 3028, Orlando, United States"
1712703,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1712716,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1712718,Catholic University of America,"620 Michigan Ave.N.E., Washington, United States"
1712730,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1712743,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1712761,Rutgers University Newark,"Blumenthal Hall, Suite 206, Newark, United States"
1712773,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1712774,San Diego State University Foundation,"5250 Campanile Drive, San Diego, United States"
1712786,Colorado State University,"601 S Howes St, Fort Collins, United States"
1712787,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1712790,University of California-Santa Cruz,"1156 High Street, Santa Cruz, United States"
1712794,University of Alaska Anchorage Campus,"3211 PROVIDENCE DRIVE, ANCHORAGE, United States"
1712822,Columbia University,"2960 Broadway, NEW YORK, United States"
1712841,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1712938,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1712947,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1712958,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1712961,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1712962,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1712970,Emory University,"1599 Clifton Rd NE, 4th Floor, Atlanta, United States"
1712974,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1712990,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1713000,SRI International,"333 RAVENSWOOD AVE, Menlo Park, United States"
1713011,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1713013,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1713015,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1713033,Brown University,"BOX 1929, Providence, United States"
1713041,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1713068,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1713082,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1713083,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1713200,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1713220,Louisiana State University Health Sciences Center,"433 Bolivar St., New Orleans, United States"
1713253,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1713278,Georgetown University,"37th & O St N W, Washington, United States"
1713353,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1713420,Florida International University,"11200 SW 8TH ST, Miami, United States"
1713435,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1713502,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1713609,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1713677,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1713678,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1713684,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1713685,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1713688,New Jersey Institute of Technology,"323 DOCTOR MARTIN LUTHER, Newark, United States"
1713694,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1713700,SUNY at Binghamton,"4400 VESTAL PKWY E, BINGHAMTON, United States"
1713704,Arizona State University,"ORSPA, TEMPE, United States"
1713736,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1713738,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1713741,University of Louisville Research Foundation Inc,"The Nucleus, Louisville, United States"
1713747,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1713749,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1713752,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1713756,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1713760,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1713762,University of Southern California,"University Park, Los Angeles, United States"
1713763,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1713792,University of Southern California,"University Park, Los Angeles, United States"
1713817,University of Wisconsin-La Crosse,"1725 State Street, La Crosse, United States"
1713834,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1713921,University of Southern California,"University Park, Los Angeles, United States"
1713922,Florida Atlantic University,"777 GLADES RD, BOCA RATON, United States"
1713930,Geological Society of America Today,"3300 PENROSE PL, Boulder, United States"
1713953,Purdue University,"Young Hall, West Lafayette, United States"
1713983,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1714015,Coastal Carolina University,"PO Box 261954, Conway, United States"
1714026,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1714144,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1714168,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1714198,Internet Society,"1775 Wiehle Avenue, Reston, United States"
1714207,SRI International,"333 RAVENSWOOD AVE, Menlo Park, United States"
1714247,Texas A&M University Corpus Christi,"6300 Ocean Drive, Corpus Christi, United States"
1714261,Bowie State University,"14000 Jericho Park Road, BOWIE, United States"
1714277,University of Colorado at Denver-Downtown Campus,"F428, AMC Bldg 500, Aurora, United States"
1714413,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1714478,Baylor College of Medicine,"ONE BAYLOR PLAZA, HOUSTON, United States"
1714519,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1714578,Temple University,"3340 N. Broad Street, PHILADELPHIA, United States"
1714587,James Madison University,"MSC 5728, HARRISONBURG, United States"
1714752,Naval Postgraduate School,"1 University Circle, Monterey, United States"
1714764,University of Alabama in Huntsville,"301 Sparkman Drive, Huntsville, United States"
1714826,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1714855,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1714882,New Jersey Institute of Technology,"323 DOCTOR MARTIN LUTHER, Newark, United States"
1715106,Bigelow Laboratory for Ocean Sciences,"60 Bigelow Drive, East Boothbay, United States"
1715197,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1715343,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1715497,Columbia University,"2960 Broadway, NEW YORK, United States"
1715902,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1716192,Merrimack College,"315 Turnpike Street, North Andover, United States"
1716340,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1716828,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1717119,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1717142,Wellesley College,"106 Central Street, Wellesley, United States"
1717248,Computational Physics Inc,"8001 Braddock Road Suite 210, Springfield, United States"
1717288,"Board of Regents, NSHE, obo University of Nevada, Reno","1664 North Virginia Street, Reno, United States"
1717375,Embry-Riddle Aeronautical University,"Sponsored Research Adm, Daytona Beach, United States"
1717440,UNITED STATES POSTAL SERVICE,"2825 LONE OAK PKWY, SAINT PAUL, United States"
1717457,University of Alabama Tuscaloosa,"801 University Blvd., Tuscaloosa, United States"
1717543,Florida Gulf Coast University,"10501 FGCU Blvd. South, Fort MYERS, United States"
1717770,George Washington University,"2121 Eye Street NW, Washington, United States"
1717866,California Polytechnic State University Foundation,"One Grand Ave, San Luis Obispo, United States"
